accuracy,auc,edge_warrant_attention_entropy,edge_warrant_gate_mean,epoch,eval_loss,gate_mean,primary_metric,train_loss,warrant_logit_mean
0.543,0.567072,1.477773,0.376827,1,0.750269,1.0,0.567072,0.781191,0.0
0.57625,0.595396,2.364535,0.725233,2,0.721386,1.0,0.595396,0.721575,0.0
0.59175,0.629536,2.743386,0.91049,3,0.692842,1.0,0.629536,0.684575,0.0
0.61125,0.659556,2.745816,0.961175,4,0.662409,1.0,0.659556,0.664186,0.0
0.637,0.69331,2.493603,0.976744,5,0.634253,1.0,0.69331,0.635164,0.0
0.67825,0.745612,2.02519,0.985125,6,0.594671,1.0,0.745612,0.606344,0.0
0.7215,0.788286,1.674837,0.990394,7,0.556952,1.0,0.788286,0.573216,0.0
0.73325,0.812105,1.434193,0.993053,8,0.530309,1.0,0.812105,0.549501,0.0
0.75625,0.838133,1.289797,0.994697,9,0.498136,1.0,0.838133,0.522876,0.0
0.7795,0.8625,1.335332,0.995949,10,0.469398,1.0,0.8625,0.495898,0.0
