accuracy,epoch,eval_loss,gate_mean,mrr,primary_metric,train_loss,warrant_logit_mean,warrant_tail_mass_mean
0.025625,1,13.069138,0.953735,0.054797,0.054797,19.100132,3.030615,1.0
0.058572,2,10.744687,0.96694,0.086473,0.086473,12.275048,3.665954,1.0
0.061623,3,9.722495,0.976887,0.096119,0.096119,10.28804,4.249244,1.0
0.078096,4,9.19721,0.980645,0.109263,0.109263,9.313666,4.872749,1.0
0.078096,5,8.90461,0.978691,0.111564,0.111564,8.804857,5.218734,1.0
0.076266,6,8.703932,0.975375,0.114474,0.114474,8.46948,5.262792,1.0
0.076266,7,8.580228,0.972066,0.114104,0.114104,8.176497,5.254645,1.0
0.081757,8,8.469286,0.967264,0.118167,0.118167,7.954793,5.178715,1.0
0.081757,9,8.392578,0.956572,0.120013,0.120013,7.776655,5.015286,1.0
0.073215,10,8.326574,0.927851,0.116475,0.116475,7.625676,4.844534,1.0
