domain,dataset,model,variant,path_role,seed,status,train_loss,eval_loss,primary_metric,metric_name,direction,accuracy,auc,mark_mrr,mrr,support_mrr,support_ap,support_auc,support_attention_mass,distractor_attention_mass,support_attention_ratio,support_warrant_mass,distractor_warrant_mass,support_mass_ratio,joint_nll,mae_time,rmse_location,gate_mean,warrant_logit_mean,edge_warrant_gate_mean,edge_warrant_attention_entropy,edge_warrant_gate_std,edge_warrant_gate_high_fraction,edge_warrant_gate_low_fraction,edge_gate_grad_norm,edge_attention_grad_norm,permission_grad_norm,attention_parameter_grad_norm,inference_native_primary,inference_g1_primary,inference_g1_delta,warrant_tail_mass_mean,warrant_active_blocks,warrant_replacements,metric_path,key_value_item,failure_bottleneck,warrant_path,elapsed_sec,output_dir
ctdg,lastfm,DyGFormer,generic_qk_warrant,weak_path_generic_attention,7,completed,0.216916,0.715024,0.852276,auc,higher,0.759956,0.852276,,,,,,,,,,,,,,,0.945601,12.15264,,,,,,0.0,0.0,,,,,,,3.0,2.0,source/destination temporal history -> edge score,temporal neighbor/history item,history terms can remain stale or hard-negative aligned while still entering the edge score,edge-level source/destination history weighted term,455.824026,experiments/permission_decomposition/outputs_placement_controls/ctdg/lastfm/DyGFormer/generic_qk_warrant/seed_7
ctdg,lastfm,DyGFormer,generic_open_path,generic_gate_plus_metric_path_g_equals_one,7,completed,0.209728,0.570382,0.903379,auc,higher,0.829303,0.903379,,,,,,,,,,,,,,,0.946897,13.113549,1.0,2.707415,,,,0.0,0.0,,,,,,,4.0,2.0,source/destination temporal history -> edge score,temporal neighbor/history item,history terms can remain stale or hard-negative aligned while still entering the edge score,edge-level source/destination history weighted term,431.722382,experiments/permission_decomposition/outputs_placement_controls/ctdg/lastfm/DyGFormer/generic_open_path/seed_7
ctdg,lastfm,DyGFormer,combined_full,generic_gate_plus_metric_path_query_item_gate,7,completed,0.211421,0.550601,0.905752,auc,higher,0.833155,0.905752,,,,,,,,,,,,,,,0.94716,15.644096,0.999997,2.637484,1e-06,1.0,0.0,1e-06,0.017696,,,,,,,4.0,2.0,source/destination temporal history -> edge score,temporal neighbor/history item,history terms can remain stale or hard-negative aligned while still entering the edge score,edge-level source/destination history weighted term,262.607594,experiments/permission_decomposition/outputs_placement_controls/ctdg/lastfm/DyGFormer/combined_full/seed_7
ctdg,lastfm,DyGFormer,generic_qk_warrant,weak_path_generic_attention,17,completed,0.215056,0.739318,0.852983,auc,higher,0.755569,0.852983,,,,,,,,,,,,,,,0.9459,11.252592,,,,,,0.0,0.0,,,,,,,3.0,2.0,source/destination temporal history -> edge score,temporal neighbor/history item,history terms can remain stale or hard-negative aligned while still entering the edge score,edge-level source/destination history weighted term,82.343848,experiments/permission_decomposition/outputs_placement_controls/ctdg/lastfm/DyGFormer/generic_qk_warrant/seed_17
ctdg,lastfm,DyGFormer,generic_open_path,generic_gate_plus_metric_path_g_equals_one,17,completed,0.217512,0.602547,0.900988,auc,higher,0.826747,0.900988,,,,,,,,,,,,,,,0.947025,12.251404,1.0,2.651286,,,,0.0,0.0,,,,,,,4.0,2.0,source/destination temporal history -> edge score,temporal neighbor/history item,history terms can remain stale or hard-negative aligned while still entering the edge score,edge-level source/destination history weighted term,93.321933,experiments/permission_decomposition/outputs_placement_controls/ctdg/lastfm/DyGFormer/generic_open_path/seed_17
ctdg,lastfm,DyGFormer,combined_full,generic_gate_plus_metric_path_query_item_gate,17,completed,0.214215,0.587067,0.901432,auc,higher,0.827853,0.901432,,,,,,,,,,,,,,,0.947047,12.424805,0.999998,2.555019,1e-06,1.0,0.0,1e-06,0.018248,,,,,,,4.0,2.0,source/destination temporal history -> edge score,temporal neighbor/history item,history terms can remain stale or hard-negative aligned while still entering the edge score,edge-level source/destination history weighted term,103.879427,experiments/permission_decomposition/outputs_placement_controls/ctdg/lastfm/DyGFormer/combined_full/seed_17
ctdg,lastfm,DyGFormer,generic_qk_warrant,weak_path_generic_attention,37,completed,0.21854,0.799737,0.839893,auc,higher,0.75267,0.839893,,,,,,,,,,,,,,,0.943596,12.477131,,,,,,0.0,0.0,,,,,,,3.0,2.0,source/destination temporal history -> edge score,temporal neighbor/history item,history terms can remain stale or hard-negative aligned while still entering the edge score,edge-level source/destination history weighted term,82.20489,experiments/permission_decomposition/outputs_placement_controls/ctdg/lastfm/DyGFormer/generic_qk_warrant/seed_37
ctdg,lastfm,DyGFormer,generic_open_path,generic_gate_plus_metric_path_g_equals_one,37,completed,0.216286,0.613869,0.902258,auc,higher,0.831286,0.902258,,,,,,,,,,,,,,,0.946496,13.194944,1.0,2.64545,,,,0.0,0.0,,,,,,,4.0,2.0,source/destination temporal history -> edge score,temporal neighbor/history item,history terms can remain stale or hard-negative aligned while still entering the edge score,edge-level source/destination history weighted term,93.131404,experiments/permission_decomposition/outputs_placement_controls/ctdg/lastfm/DyGFormer/generic_open_path/seed_37
ctdg,lastfm,DyGFormer,combined_full,generic_gate_plus_metric_path_query_item_gate,37,completed,0.213128,0.576043,0.9047,auc,higher,0.832736,0.9047,,,,,,,,,,,,,,,0.946575,12.512563,0.999999,2.658931,0.0,1.0,0.0,0.0,0.01895,,,,,,,4.0,2.0,source/destination temporal history -> edge score,temporal neighbor/history item,history terms can remain stale or hard-negative aligned while still entering the edge score,edge-level source/destination history weighted term,103.2677,experiments/permission_decomposition/outputs_placement_controls/ctdg/lastfm/DyGFormer/combined_full/seed_37
