accuracy,epoch,eval_loss,gate_mean,mrr,primary_metric,train_loss,warrant_logit_mean,warrant_tail_mass_mean
0.066372,1,9.103854,0.966975,0.101511,0.101511,13.498953,3.237307,1.0
0.0769,2,8.344255,0.968705,0.114786,0.114786,8.990453,3.288031,1.0
0.083079,3,8.023746,0.966106,0.122311,0.122311,8.374541,3.242579,1.0
0.085902,4,7.809933,0.96525,0.126279,0.126279,8.044999,3.20649,1.0
0.085139,5,7.623138,0.966154,0.128532,0.128532,7.788156,3.191353,1.0
0.087885,6,7.478323,0.965674,0.13143,0.13143,7.581814,3.185769,1.0
0.088267,7,7.350203,0.964731,0.132602,0.132602,7.402245,3.199816,1.0
0.086054,8,7.220897,0.963895,0.132833,0.132833,7.231415,3.189015,1.0
0.087046,9,7.102771,0.961956,0.134697,0.134697,7.064928,3.177567,1.0
0.087504,10,6.98087,0.958241,0.135699,0.135699,6.896599,3.16623,1.0
0.086817,11,6.861895,0.954632,0.135982,0.135982,6.735055,3.144016,1.0
0.088953,12,6.758494,0.953916,0.138213,0.138213,6.577027,3.204907,1.0
0.08491,13,6.654875,0.949934,0.136973,0.136973,6.428906,3.199026,1.0
0.087962,14,6.576399,0.945678,0.13914,0.13914,6.297168,3.273086,1.0
0.086512,15,6.506095,0.940349,0.139218,0.139218,6.16821,3.290236,1.0
0.085215,16,6.457976,0.937415,0.139033,0.139033,6.061337,3.317113,1.0
0.082926,17,6.398906,0.941413,0.139161,0.139161,5.974006,3.300926,1.0
0.086436,18,6.364002,0.946288,0.14034,0.14034,5.878156,3.430748,1.0
0.08491,19,6.329079,0.947328,0.140521,0.140521,5.795007,3.283944,1.0
0.086665,20,6.308479,0.946613,0.141086,0.141086,5.730753,3.221579,1.0
0.08552,21,6.290499,0.946051,0.140583,0.140583,5.65664,3.258069,1.0
0.084986,22,6.283449,0.955247,0.140964,0.140964,5.598255,3.303644,1.0
0.086817,23,6.26466,0.957011,0.142416,0.142416,5.538282,3.349579,1.0
0.087046,24,6.263693,0.958739,0.141629,0.141629,5.495627,3.287219,1.0
0.08903,25,6.260533,0.961966,0.141975,0.141975,5.442741,3.332316,1.0
0.087428,26,6.248548,0.962601,0.144137,0.144137,5.403618,3.302673,1.0
0.086817,27,6.270117,0.966723,0.142574,0.142574,5.353245,3.414711,1.0
0.085063,28,6.254535,0.97068,0.142669,0.142669,5.312464,3.509367,1.0
0.083918,29,6.277206,0.974607,0.141051,0.141051,5.27513,3.679863,1.0
0.089411,30,6.261257,0.977627,0.143252,0.143252,5.238071,3.872171,1.0
