accuracy,epoch,eval_loss,gate_mean,mae_time,mark_mrr,primary_metric,train_loss,warrant_logit_mean
0.490673,1,41.248646,0.108828,4025.201259,0.734117,0.734117,99.644012,0.330675
0.506894,2,41.205864,0.108853,4024.717333,0.735199,0.735199,97.265116,0.331247
0.567721,3,41.111465,0.108932,4023.783739,0.772236,0.772236,95.938914,0.333003
0.537713,4,41.102982,0.109057,4022.512101,0.757232,0.757232,97.466667,0.335831
0.553122,5,41.072197,0.109134,4020.919281,0.764936,0.764936,97.258494,0.337687
0.556367,6,41.048195,0.109165,4018.648947,0.766559,0.766559,96.85216,0.338413
0.53528,7,41.026192,0.109222,4015.734008,0.754799,0.754799,96.02282,0.339724
0.546634,8,40.986778,0.109318,4012.130465,0.760476,0.760476,96.498258,0.341904
0.540957,9,40.939556,0.109593,4007.620018,0.757232,0.757232,98.416529,0.348399
0.517437,10,40.896488,0.110108,4002.170718,0.746283,0.746283,97.389915,0.361548
