accuracy,epoch,eval_loss,gate_mean,mrr,primary_metric,train_loss,warrant_logit_mean,warrant_tail_mass_mean
0.0205,1,15.821652,0.950631,0.036001,0.036001,22.529625,2.883954,1.0
0.0305,2,12.515751,0.952823,0.055406,0.055406,15.019182,2.91578,1.0
0.0675,3,11.019453,0.959915,0.091854,0.091854,12.249135,3.08586,1.0
0.0615,4,10.240026,0.969548,0.093236,0.093236,10.725308,3.357206,1.0
0.075,5,9.761148,0.977961,0.104202,0.104202,9.97071,3.705978,1.0
0.072,6,9.403295,0.980276,0.105319,0.105319,9.458194,3.812738,1.0
0.0845,7,9.157621,0.979834,0.113037,0.113037,9.071043,3.79431,1.0
0.0825,8,8.983765,0.977842,0.113634,0.113634,8.810267,3.722093,1.0
0.086,9,8.85414,0.975061,0.117115,0.117115,8.607023,3.636161,1.0
0.0825,10,8.745718,0.971116,0.115645,0.115645,8.417494,3.503139,1.0
