epoch,eval_loss,gate_mean,joint_nll,mae_time,primary_metric,rmse_location,train_loss,warrant_logit_mean
1,4.231578,0.950869,4.231578,0.434539,0.923117,0.923117,4.562831,2.93934
2,4.515281,0.950835,4.515281,0.365443,1.343425,1.343425,4.306641,2.938592
3,4.238302,0.950772,4.238302,0.340875,1.070549,1.070549,4.254858,2.937192
4,4.15333,0.950715,4.15333,0.357848,0.979598,0.979598,4.202183,2.935925
5,4.106785,0.950683,4.106785,0.332684,0.937739,0.937739,4.173037,2.93522
6,4.131946,0.950631,4.131946,0.31607,0.936363,0.936363,4.129347,2.934083
7,4.066689,0.950613,4.066689,0.327317,1.019251,1.019251,4.105363,2.93368
8,3.930539,0.950586,3.930539,0.304515,0.894115,0.894115,4.06645,2.933085
9,3.951762,0.950577,3.951762,0.313443,0.911447,0.911447,4.033327,2.932894
10,3.86358,0.950577,3.86358,0.305669,0.895724,0.895724,4.003072,2.93289
11,3.91731,0.950571,3.91731,0.320355,0.999963,0.999963,3.98439,2.932745
12,3.871272,0.950551,3.871272,0.346933,0.933148,0.933148,3.962035,2.932324
13,3.929612,0.950546,3.929612,0.395644,0.92484,0.92484,3.945704,2.932197
14,3.847176,0.950463,3.847176,0.33889,0.941439,0.941439,3.917826,2.930382
15,3.868295,0.950411,3.868295,0.336972,0.962552,0.962552,3.877727,2.929237
16,3.773906,0.950405,3.773906,0.325837,0.914129,0.914129,3.862332,2.929113
17,3.754082,0.950376,3.754082,0.314862,0.935979,0.935979,3.846068,2.92847
18,3.827843,0.95038,3.827843,0.33456,0.963858,0.963858,3.804477,2.928559
19,3.711553,0.950249,3.711553,0.344667,0.896778,0.896778,3.785766,2.92568
20,3.71571,0.950274,3.71571,0.310438,0.93985,0.93985,3.77743,2.926242
21,3.71626,0.950257,3.71626,0.337542,0.977461,0.977461,3.738329,2.925854
22,3.702333,0.950199,3.702333,0.32692,0.959934,0.959934,3.706642,2.924594
23,3.877235,0.950293,3.877235,0.314269,1.082439,1.082439,3.688886,2.926665
24,3.682021,0.950164,3.682021,0.313083,1.013135,1.013135,3.668601,2.923835
25,3.69301,0.950121,3.69301,0.31401,0.972945,0.972945,3.647085,2.922903
26,3.616165,0.949994,3.616165,0.318646,0.979663,0.979663,3.634298,2.920129
27,3.643286,0.950108,3.643286,0.321058,1.001995,1.001995,3.597264,2.922625
28,3.624307,0.950072,3.624307,0.330606,0.941282,0.941282,3.573183,2.921841
29,3.527837,0.950162,3.527837,0.333839,0.939127,0.939127,3.549759,2.923799
30,3.589525,0.950176,3.589525,0.319804,0.984058,0.984058,3.558692,2.924106
